productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extCardType,extCardSubtype,extElement,extClass,extMemoryCost,extLevel,extLife,extFlavorText,extPower,extDurability,extReserveCost,extSpeed
542351,Mercurial Heart 1st Edition Booster Pack,Mercurial Heart 1st Edition Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/542351_200w.jpg,74,23456,https://cpt.tcgcsv.com/2Zl6,2024-05-17T04:03:26.67,1,,,,,,,,,,,,,,,,,,,,,
542352,Mercurial Heart 1st Edition Booster Box,Mercurial Heart 1st Edition Booster Box,https://tcgplayer-cdn.tcgplayer.com/product/542352_200w.jpg,74,23456,https://cpt.tcgcsv.com/3Zl6,2024-05-17T04:03:26.67,1,180.0,213.5,279.96,209.35,,Normal,,,,,,,,,,,,,,,
542353,Mercurial Heart 1st Edition Booster Box Case,Mercurial Heart 1st Edition Booster Box Case,https://tcgplayer-cdn.tcgplayer.com/product/542353_200w.jpg,74,23456,https://cpt.tcgcsv.com/5Zl6,2024-05-17T04:03:26.67,1,1200.0,1200.0,1200.0,1000.0,,Normal,,,,,,,,,,,,,,,
545001,Re:Collection Mercurial Heart Booster Pack,ReCollection Mercurial Heart Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/545001_200w.jpg,74,23456,https://cpt.tcgcsv.com/20n6,2024-05-17T04:03:26.67,1,,,,,,,,,,,,,,,,,,,,,
549761,Fragmented Spirit of Fire,Fragmented Spirit of Fire,https://tcgplayer-cdn.tcgplayer.com/product/549761_200w.jpg,74,23456,https://cpt.tcgcsv.com/fWp6,2024-05-17T04:03:26.67,1,24.68,25.84,49.99,47.52,,Normal,Ultra Rare,001,On Enter: Glimpse 6. Draw six cards. Then summon a Spirit Shard token.,Champion,Spirit,Fire,Spirit,0,0,15,<em>Fissues skate across Flagma's mantle. Gouts of flame torch the Oasis. Uncontrollable manga spills forth as the fragmented leyline burns itself to a cinder.</em>,,,,
549761,Fragmented Spirit of Fire,Fragmented Spirit of Fire,https://tcgplayer-cdn.tcgplayer.com/product/549761_200w.jpg,74,23456,https://cpt.tcgcsv.com/fWp6,2024-05-17T04:03:26.67,1,109.99,110.49,110.98,101.59,,Foil,Ultra Rare,001,On Enter: Glimpse 6. Draw six cards. Then summon a Spirit Shard token.,Champion,Spirit,Fire,Spirit,0,0,15,<em>Fissues skate across Flagma's mantle. Gouts of flame torch the Oasis. Uncontrollable manga spills forth as the fragmented leyline burns itself to a cinder.</em>,,,,
549762,Fragmented Spirit of Water,Fragmented Spirit of Water,https://tcgplayer-cdn.tcgplayer.com/product/549762_200w.jpg,74,23456,https://cpt.tcgcsv.com/gWp6,2024-05-17T04:03:26.67,1,39.26,42.5,89.99,46.32,,Normal,Ultra Rare,002,On Enter: Glimpse 6. Draw six cards. Then summon a Spirit Shard token.,Champion,Spirit,Water,Spirit,0,0,15,<em>Relentless hail stabs the frozen air. Hoarfrost chokes Krustal of life. Crystalline daggers of ice form from the deluge of rain as the fragmented leyline shatters.</em>,,,,
549762,Fragmented Spirit of Water,Fragmented Spirit of Water,https://tcgplayer-cdn.tcgplayer.com/product/549762_200w.jpg,74,23456,https://cpt.tcgcsv.com/gWp6,2024-05-17T04:03:26.67,1,84.98,129.5,229.99,84.99,,Foil,Ultra Rare,002,On Enter: Glimpse 6. Draw six cards. Then summon a Spirit Shard token.,Champion,Spirit,Water,Spirit,0,0,15,<em>Relentless hail stabs the frozen air. Hoarfrost chokes Krustal of life. Crystalline daggers of ice form from the deluge of rain as the fragmented leyline shatters.</em>,,,,
549763,Fragmented Spirit of Wind,Fragmented Spirit of Wind,https://tcgplayer-cdn.tcgplayer.com/product/549763_200w.jpg,74,23456,https://cpt.tcgcsv.com/hWp6,2024-05-17T04:03:26.67,1,39.0,49.87,70.0,61.53,,Normal,Ultra Rare,003,On Enter: Glimpse 6. Draw six cards. Then summon a Spirit Shard token.,Champion,Spirit,Wind,Spirit,0,0,15,<em>The thunderclouds darken above. Windscream pierces through the barriers of Winbless. Tempests of madness drive the fragmented leyline to the brink.</em>,,,,
549763,Fragmented Spirit of Wind,Fragmented Spirit of Wind,https://tcgplayer-cdn.tcgplayer.com/product/549763_200w.jpg,74,23456,https://cpt.tcgcsv.com/hWp6,2024-05-17T04:03:26.67,1,69.99,74.9,100.0,99.51,,Foil,Ultra Rare,003,On Enter: Glimpse 6. Draw six cards. Then summon a Spirit Shard token.,Champion,Spirit,Wind,Spirit,0,0,15,<em>The thunderclouds darken above. Windscream pierces through the barriers of Winbless. Tempests of madness drive the fragmented leyline to the brink.</em>,,,,
549764,"Tristan, Underhanded",Tristan Underhanded,https://tcgplayer-cdn.tcgplayer.com/product/549764_200w.jpg,74,23456,https://cpt.tcgcsv.com/jWp6,2024-05-17T04:03:26.67,1,0.09,0.18,1.35,0.14,,Normal,Common,004,"On Enter: You may put a preparation counter on Tristan. If you don’t, you gain agility 3 for this turn. <em>(Agility 3 — Return three cards from your memory to your hand at the beginning of the end phase.)</em>",Champion,Assassin;Human,Norm,Assassin,1,1,19,<em>“Consider it done. Just worry about my payment.”</em>,,,,
549764,"Tristan, Underhanded",Tristan Underhanded,https://tcgplayer-cdn.tcgplayer.com/product/549764_200w.jpg,74,23456,https://cpt.tcgcsv.com/jWp6,2024-05-17T04:03:26.67,1,23.72,24.97,34.74,10.9,,Foil,Common,004,"On Enter: You may put a preparation counter on Tristan. If you don’t, you gain agility 3 for this turn. <em>(Agility 3 — Return three cards from your memory to your hand at the beginning of the end phase.)</em>",Champion,Assassin;Human,Norm,Assassin,1,1,19,<em>“Consider it done. Just worry about my payment.”</em>,,,,
549765,"Tristan, Underhanded (CSR)",Tristan Underhanded CSR,https://tcgplayer-cdn.tcgplayer.com/product/549765_200w.jpg,74,23456,https://cpt.tcgcsv.com/kWp6,2024-05-17T04:03:26.67,1,1800.0,1800.0,1800.0,1199.99,,Foil,Collector Super Rare,004,"On Enter: You may put a preparation counter on Tristan. If you don’t, you gain agility 3 for this turn.",Champion,Assassin;Human,Norm,Assassin,1,1,19,<em>“Consider it done. Just worry about my payment.”</em>,,,,
549766,"Tristan, Hired Blade",Tristan Hired Blade,https://tcgplayer-cdn.tcgplayer.com/product/549766_200w.jpg,74,23456,https://cpt.tcgcsv.com/lWp6,2024-05-17T04:03:26.67,1,0.1,0.2,0.75,0.15,,Normal,Common,005,"Tristan Lineage<br>
On Enter: If Tristan has two or more preparation counters on her, draw a card. Then if Tristan has four or more preparation counters on her, draw an additional card.",Champion,Assassin;Human,Norm,Assassin,2,2,22,,,,,
549766,"Tristan, Hired Blade",Tristan Hired Blade,https://tcgplayer-cdn.tcgplayer.com/product/549766_200w.jpg,74,23456,https://cpt.tcgcsv.com/lWp6,2024-05-17T04:03:26.67,1,8.95,12.99,34.78,7.28,,Foil,Common,005,"Tristan Lineage<br>
On Enter: If Tristan has two or more preparation counters on her, draw a card. Then if Tristan has four or more preparation counters on her, draw an additional card.",Champion,Assassin;Human,Norm,Assassin,2,2,22,,,,,
549767,"Tristan, Hired Blade (CSR)",Tristan Hired Blade CSR,https://tcgplayer-cdn.tcgplayer.com/product/549767_200w.jpg,74,23456,https://cpt.tcgcsv.com/mWp6,2024-05-17T04:03:26.67,1,,,,,,,Collector Super Rare,005,"Tristan Lineage<br>
On Enter: If Tristan has two or more preparation counters on her, draw a card. Then if Tristan has four or more preparation counters on her, draw an additional card.",Champion,Assassin;Human,Norm,Assassin,2,2,22,,,,,
549768,"Tristan, Shadowreaver",Tristan Shadowreaver,https://tcgplayer-cdn.tcgplayer.com/product/549768_200w.jpg,74,23456,https://cpt.tcgcsv.com/nWp6,2024-05-17T04:03:26.67,1,59.99,65.99,89.99,67.24,,Foil,Super Rare,006,"Tristan Lineage<br>
Tristan can level up into champions of the same base level. When she does, draw two cards.<br>
On Enter: Banish the top four cards of target opponent’s deck face down. As long as they’re banished, you may play those cards, ignoring their elemental requirements.",Champion,Assassin;Human,Umbra,Assassin,3,3,25,,,,,
549768,"Tristan, Shadowreaver",Tristan Shadowreaver,https://tcgplayer-cdn.tcgplayer.com/product/549768_200w.jpg,74,23456,https://cpt.tcgcsv.com/nWp6,2024-05-17T04:03:26.67,1,10.39,13.13,54.49,15.26,,Normal,Super Rare,006,"Tristan Lineage<br>
Tristan can level up into champions of the same base level. When she does, draw two cards.<br>
On Enter: Banish the top four cards of target opponent’s deck face down. As long as they’re banished, you may play those cards, ignoring their elemental requirements.",Champion,Assassin;Human,Umbra,Assassin,3,3,25,,,,,
549769,"Tristan, Shadowreaver (CUR)",Tristan Shadowreaver CUR,https://tcgplayer-cdn.tcgplayer.com/product/549769_200w.jpg,74,23456,https://cpt.tcgcsv.com/pWp6,2024-05-17T04:03:26.67,1,2899.98,2899.99,3500.0,,,Foil,Collector Ultra Rare,006,"Tristan Lineage<br>
Tristan can level up into champions of the same base level. When she does, draw two cards.<br>
On Enter: Banish the top four cards of target opponent’s deck face down. As long as they’re banished, you may play those cards, ignoring their elemental requirements.",Champion,Assassin;Human,Umbra,Assassin,3,3,25,,,,,
549770,Alkahest,Alkahest,https://tcgplayer-cdn.tcgplayer.com/product/549770_200w.jpg,74,23456,https://cpt.tcgcsv.com/qWp6,2024-05-17T04:03:26.67,1,3.49,3.77,14.8,4.38,,Foil,Rare,007,"At the beginning of your recollection phase, put an age counter on a Potion item you control.<br>
[Level 4+] Banish Alkahest: Destroy target item or weapon with memory cost 0 or reserve cost 4 or less.",Regalia;Item,Cleric;Solvent,Norm,Cleric,0,,,<em>The universal solvent and a corrosive solution.</em>,,,,
549770,Alkahest,Alkahest,https://tcgplayer-cdn.tcgplayer.com/product/549770_200w.jpg,74,23456,https://cpt.tcgcsv.com/qWp6,2024-05-17T04:03:26.67,1,0.49,0.99,2.22,0.9,,Normal,Rare,007,"At the beginning of your recollection phase, put an age counter on a Potion item you control.<br>
[Level 4+] Banish Alkahest: Destroy target item or weapon with memory cost 0 or reserve cost 4 or less.",Regalia;Item,Cleric;Solvent,Norm,Cleric,0,,,<em>The universal solvent and a corrosive solution.</em>,,,,
549771,Backup Charger,Backup Charger,https://tcgplayer-cdn.tcgplayer.com/product/549771_200w.jpg,74,23456,https://cpt.tcgcsv.com/rWp6,2024-05-17T04:03:26.67,1,69.29,78.45,179.99,98.71,,Foil,Rare,008,"(3), Banish Backup Charger: Summon a Powercell token rested. Draw a card into your memory.",Regalia;Item,Cleric;Accessory,Norm,Cleric,0,,,"<em>“Running out of energy too fast? In a pinch? Our prototype failsafe will guarantee you a fresh charge!”
— Gearstride Automatics Advert</em>",,,,
549771,Backup Charger,Backup Charger,https://tcgplayer-cdn.tcgplayer.com/product/549771_200w.jpg,74,23456,https://cpt.tcgcsv.com/rWp6,2024-05-17T04:03:26.67,1,29.99,48.45,84.0,32.69,,Normal,Rare,008,"(3), Banish Backup Charger: Summon a Powercell token rested. Draw a card into your memory.",Regalia;Item,Cleric;Accessory,Norm,Cleric,0,,,"<em>“Running out of energy too fast? In a pinch? Our prototype failsafe will guarantee you a fresh charge!”
— Gearstride Automatics Advert</em>",,,,
549772,Clockwork Musicbox,Clockwork Musicbox,https://tcgplayer-cdn.tcgplayer.com/product/549772_200w.jpg,74,23456,https://cpt.tcgcsv.com/sWp6,2024-05-17T04:03:26.67,1,16.99,18.9,39.98,13.22,,Foil,Super Rare,009,"Hindered <em>(This object enters the field rested.)</em><br>
[Class Bonus] Whenever you activate a Harmony or Melody card from your hand, you may banish it as it resolves.<br>
[REST]: You may activate a card banished by Clockwork Musicbox. <em>(You still pay its costs.)</em>",Regalia;Item,Tamer;Artifact,Norm,Tamer,0,,,,,,,
549772,Clockwork Musicbox,Clockwork Musicbox,https://tcgplayer-cdn.tcgplayer.com/product/549772_200w.jpg,74,23456,https://cpt.tcgcsv.com/sWp6,2024-05-17T04:03:26.67,1,7.66,9.45,14.99,9.9,,Normal,Super Rare,009,"Hindered <em>(This object enters the field rested.)</em><br>
[Class Bonus] Whenever you activate a Harmony or Melody card from your hand, you may banish it as it resolves.<br>
[REST]: You may activate a card banished by Clockwork Musicbox. <em>(You still pay its costs.)</em>",Regalia;Item,Tamer;Artifact,Norm,Tamer,0,,,,,,,
549773,Framework Sidearm,Framework Sidearm,https://tcgplayer-cdn.tcgplayer.com/product/549773_200w.jpg,74,23456,https://cpt.tcgcsv.com/tWp6,2024-05-17T04:03:26.67,1,0.25,0.51,3.0,0.45,,Normal,Rare,010,"<em>(Gun — Must be loaded to use for an attack and can’t be used with an attack card.)</em><br>
[Class Bonus] You may pay (3) to activate this card from your material deck.",Regalia;Weapon,Ranger;Gun,Norm,Ranger,0,,,<em>A lightweight frame for covert operations.</em>,1,1,,
549773,Framework Sidearm,Framework Sidearm,https://tcgplayer-cdn.tcgplayer.com/product/549773_200w.jpg,74,23456,https://cpt.tcgcsv.com/tWp6,2024-05-17T04:03:26.67,1,4.99,5.99,9.98,6.49,,Foil,Rare,010,"<em>(Gun — Must be loaded to use for an attack and can’t be used with an attack card.)</em><br>
[Class Bonus] You may pay (3) to activate this card from your material deck.",Regalia;Weapon,Ranger;Gun,Norm,Ranger,0,,,<em>A lightweight frame for covert operations.</em>,1,1,,
549774,Mercenary's Blade,Mercenarys Blade,https://tcgplayer-cdn.tcgplayer.com/product/549774_200w.jpg,74,23456,https://cpt.tcgcsv.com/vWp6,2024-05-17T04:03:26.67,1,13.99,17.5,29.99,16.96,,Foil,Rare,011,[Class Bonus] You may remove a preparation counter from your champion to activate this card from your material deck. <em>(Apply this effect only if your champion’s class matches this card’s class.)</em>,Regalia;Weapon,Assassin;Dagger,Norm,Assassin,0,,,<em>A razor-sharp shiv prepared at a moment's notice.</em>,1,1,,
